popularity,budget,revenue,original_title,director,keywords,runtime,genres,production_companies,release_date,vote_average,release_year
0.497265,0,157768,Hell & Back,Tom Gianas|Ross Shuman,orpheus|carnival|hell|stop motion animation|devil,86,Fantasy|Comedy|Animation,Freestyle Releasing|ShadowMachine Films,10/2/15,4.3,2015
0.486351,21000000,0,Robot Overlords,Jon Wright,invasion|robot,90,Adventure|Science Fiction|Action,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,1/29/15,4.9,2015
0.482422,0,0,The Man with the Iron Fists 2,Roel ReinÃ©,martial arts|sequel|revenge|slave,90,Action,Living Films|Arcade Pictures|Iron Fists,3/10/15,4.7,2015
0.475473,0,0,Spare Parts,Sean McNamara,m.i.t.|hispanic|high school student|robotics club|car parts,83,Action|Drama|Family,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,1/16/15,6.6,2015
0.474788,0,0,The World Made Straight,David Burris,appalachia|appalachian,119,Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,1/9/15,5.8,2015
0.474626,0,0,Last Shift,Anthony DiBlasi,mask|telephone|supernatural|hell|cop,88,Horror|Thriller,Skyra Entertainment,10/6/15,5.6,2015
0.473344,0,0,Frankenstein,Bernard Rose,frankenstein,89,Horror|Thriller,Eclectic pictures|Summerstorm Entertainment|Bad Badger,11/3/15,4.5,2015
0.471393,0,0,Cartel Land,Matthew Heineman,mexico|arizona|cocaine|crack|murder,100,Drama|Documentary,The Documentary Group|Our Time Projects,7/3/15,7.5,2015
0.471091,20000000,0,Superfast!,Jason Friedberg|Aaron Seltzer,spoof|automobile racing,99,Comedy,The Safran Company|3 in the Box,3/5/15,4.4,2015
0.470124,0,0,Chi-Raq,Spike Lee,chicago,127,Music|Drama|Crime|Comedy,40 Acres & A Mule Filmworks|Amazon Studios,12/4/15,5.9,2015
0.467556,5300000,0,Bad Asses on the Bayou,Craig Moss,louisiana|kidnapping,85,Comedy|Action,Sense and Sensibility Ventures|Silver Nitrate,3/6/15,5.8,2015
0.465707,0,13603453,Strange Magic,Gary Rydstrom,elves|musical|aftercreditsstinger|duringcreditsstinger|love potion,99,Music|Animation|Family|Fantasy,Lucasfilm|Touchstone Pictures,1/23/15,6.1,2015
0.46209,9000000,21571189,Black or White,Mike Binder,grieving widower|widower,121,Drama,Treehouse Pictures,1/30/15,6.7,2015
0.459597,0,0,Dead Rising,Zach Lipovsky,chain saw|infection|quarantine|zombies|based on video game,118,Horror|Science Fiction,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,3/27/15,4.9,2015
0.454151,0,0,Deathgasm,Jason Lei Howden,new zealand|college|friendship|teenage boy|metal band,86,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,8/28/15,6.5,2015
0.452939,0,0,Justice League: Gods and Monsters,Sam Liu,dc comics|superhero|super powers,76,Action|Animation|Fantasy,DC Comics|Warner Bros. Animation,7/28/15,6.9,2015
0.450872,13000000,1646788,I Saw the Light,Marc Abraham,country music|biography|music|country singer,123,Drama|Music,Bron Studios|RatPac Entertainment,9/11/15,5.6,2015
0.45016,0,316472,Good Kill,Andrew Niccol,pilot|suspicion|drone|u.s. military|air force base,104,Action|Drama|Thriller,Voltage Pictures|Sobini Films|Dune Films,4/9/15,5.7,2015
0.444265,0,0,Southbound,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,anthology|woman director|horror anthology,89,Fantasy|Thriller|Horror|Science Fiction,Willowbrook Regent Films,9/17/15,6.0,2015
0.442835,0,0,Riley's First Date?,Josh Cooley,mother daughter relationship|rock music|girl|father daughter relationship|boyfriend,5,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,11/3/15,7.3,2015
0.442427,0,3286448,The Program,Stephen Frears,biography|sport|tour de france,103,Drama,StudioCanal|Working Title Films,9/16/15,5.9,2015
0.441882,0,0,The Final Girls,Todd Strauss-Schulson,virgin|summer camp|movie in movie|murder|slow motion scene,91,Horror|Comedy,Groundswell Productions|Ulterior Productions|Studio Solutions,10/9/15,6.6,2015
0.439597999999999,0,0,A Very Murray Christmas,Sofia Coppola,woman director|christmas,56,Comedy|Music,American Zoetrope|South Beach Productions|Departed Productions,12/4/15,5.4,2015
0.438409,0,0,Kill Your Friends,Owen Harris,magazine|music,100,Thriller|Comedy|Crime,Altitude Film Entertainment|AI-Film|Unigram,11/6/15,5.5,2015
0.435582,5000000,2333684,Jem and the Holograms,Jon M. Chu,secret identity|hologram|based on cartoon|based on tv series|rock band,119,Drama|Music|Adventure|Fantasy,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,10/22/15,5.7,2015
0.433072999999999,0,0,The Adderall Diaries,Pamela Romanowsky,based on novel|woman director,105,Thriller|Action|Drama,RabbitBandini Productions|Windowseat Films,4/16/15,4.8,2015
0.429892,10000000,0,Grizzly,David Hackl,grizzly bear|wilderness|alaska|survival|bear,94,Action|Horror|Thriller,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,2/27/15,5.0,2015
0.427116,0,0,Where to Invade Next,Michael Moore,germany|italy|france|usa|portugal,120,Documentary,Dog Eat Dog Films|IMG Films,12/23/15,7.2,2015
0.424813,6000000,90777,Beasts of No Nation,Cary Fukunaga,africa|based on novel|child soldier,137,Drama|War,Participant Media|Focus Features|Red Crown Productions,9/11/15,7.5,2015
0.423161,0,0,A Christmas Horror Story,Grant Harvey|Steven Hoban|Brett Sullivan,santa claus|christmas|krampus,99,Horror,Copperheart Entertainment,10/2/15,5.6,2015
0.412877,0,0,The Legend of Barney Thomson,Robert Carlyle,based on novel,96,Thriller|Drama|Comedy,Sigma Films Ltd.|Trinity Works Entertainment|Latitude Media,7/24/15,5.7,2015
0.412503,1000000,0,The Duke of Burgundy,Peter Strickland,sadomasochism|lesbian|butterfly|lesbian love|autumn,101,Drama,Pioneer Pictures|Rook Films,1/23/15,5.8,2015
0.409698,0,0,88,April Mullen,diner|woman director,88,Thriller|Action,WANGO Films,1/6/15,4.4,2015
0.405095,0,0,The Girl in the Book,Marya Cohn,woman director,86,Drama,Varient Busted Buggy Entertainmen,6/13/15,6.2,2015
0.402236,447524,771317,The D Train,Andrew Mogel|Jarrad Paul,high school reunion,101,Drama|Comedy,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,5/8/15,4.2,2015
0.396791,0,830129,Born to Be Blue,Robert Budreau,jazz|biography|historical figure,97,Drama|Music,New Real Films|Lumanity Production,9/13/15,6.8,2015
0.393642,0,0,Tales of Halloween,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,witch|based on novel|halloween|death|evil,90,Horror,Epic Pictures Group|Film Entertainment Services,10/16/15,5.3,2015
0.391326,0,0,Operator,Obin Olson|Amariah Olson,hostage|officer|chaos|daughter|police,88,Thriller|Action|Drama,Status Media & Entertainment|DV3 Productions|The Forgery|GA2 Productions,8/21/15,5.4,2015
0.386529,0,0,The Human Centipede 3 (Final Sequence),Tom Six,exploitation|sequel|gore|b movie|graphic violence,103,Horror,Six Entertainment,5/22/15,3.5,2015
0.382997,0,0,We Are Still Here,Ted Geoghegan,terror|countryside|secret|supernatural|spirit,84,Horror,Dark Sky Films|Snowfort Pictures,6/5/15,5.5,2015
0.712889999999999,0,0,Monster High: Haunted,Dan Fraga|William Lau,school|ghost,75,Animation|Family|Fantasy,Mattel Playground Productions,3/2/15,7.0,2015
0.378836,0,0,3-Headed Shark Attack,Christopher Ray,monster|mutation|machete|shark|pacific garbage patch,90,Science Fiction|Action|Horror,The Asylum|Syfy,7/20/15,3.8,2015
0.37668,0,0,Navy Seals vs. Zombies,Stanton Barrett,louisiana|navy seal|zombies|zombie violence|infected,97,Horror|Action,Hollywood Media Bridge|Throne Productions,10/8/15,3.3,2015
0.374853,0,0,The Escort,Will Slocombe,father-son relationship|prostitute|magazine|escort service|writer,88,Comedy|Romance,Skyhook Productions|Cloverhill Pictures|Perspective Productions,6/15/15,5.9,2015
0.372889,0,0,Martyrs,Kevin Goetz|Michael Goetz,child abuse|sadism|female friendship|afterlife|buried alive,86,Drama|Horror|Thriller,Blumhouse Productions|The Safran Company|Temple Hill Entertainment,12/31/15,5.0,2015
0.371145,0,0,Uncanny,Matthew Leutwyler,dark,91,Thriller|Drama|Science Fiction,Accelerated Matter,1/31/15,6.1,2015
0.369529,5000000,0,Area 51,Oren Peli,found footage|area 51,91,Horror|Thriller|Science Fiction,Insurge Pictures,5/15/15,4.4,2015
0.369108,0,0,San Andreas Quake,John Baumgartner,earthquake|los angeles|family|tv|seismologist,90,TV Movie|Action|Science Fiction,The Asylum,5/19/15,3.7,2015
0.367434,0,0,Partisan,Ariel Kleiman,birthday|chicken|food,98,Thriller|Drama,Warp Films Australia|Animal Kingdom|Carver Films,1/25/15,5.8,2015
0.365901,10000000,17472,Strangerland,Kim Farrant,australia|missing child|outback|alcoholic drink|troubled marriage,111,Drama|Thriller,Worldview Entertainment,7/1/15,5.0,2015
0.329164,0,0,Ashby,Tony McNamara,cia|assassin|romance|neighbor|teenager,102,Drama|Romance|Comedy,Head Gear Films|Metrol Technology|Langley Park Productions,4/19/15,5.9,2015
0.359826,0,0,Beautiful & Twisted,Christopher Zalla,murder|true crime|tv movie,90,Crime|Drama|Thriller,Sony Pictures Television|Silver Screen Pictures,1/31/15,5.4,2015
0.357654,0,0,Ronaldo,Anthony Wonke,biography|soccer player,0,Documentary,"On The Corner Films|We Came, We Saw, We Conquered Studios",11/9/15,6.5,2015
0.357614,0,0,Going Clear: Scientology and the Prison of Belief,Alex Gibney,cult|scientology,119,Documentary,Jigsaw Productions|HBO Documentary Films|Sky Atlantic,1/25/15,7.8,2015
0.357567,0,0,Zipper,Mora Stephens,woman director,103,Thriller|Drama,Protozoa Pictures|Cargo Entertainment|33 Pictures,8/28/15,5.5,2015
0.356519,0,0,War Pigs,Ryan Little,world war ii|nazis,92,War|Action,VMI Worldwide|Verdi Productions|Schuetzle Company Productions|The Fyzz Facility,8/3/15,4.9,2015
0.354624,0,0,Turbo Kid,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,post-apocalyptic|dystopia|gore|bmx|violence,95,Adventure|Action|Comedy|Science Fiction,Epic Pictures Group|Timpson Films|EMA Films,8/14/15,6.6,2015
0.350858,0,0,Barbie in Rock 'N Royals,Karen J. Lloyd,princess|barbie doll,84,Animation|Music|Family,Mattel,8/13/15,6.3,2015
0.350599,0,0,Circle,Aaron Hann|Mario Miscione,survival|execution|stranger|no memory,87,Drama|Horror|Science Fiction|Thriller,Votiv Films|Taggart Productions,10/2/15,6.1,2015
0.347797,0,0,Joe Dirt 2: Beautiful Loser,Fred Wolf,white trash,107,Comedy,Happy Madison Productions,7/16/15,4.2,2015
0.344994,0,0,Minions: The Competition,Kyle Balda|Julien Soret,minions,4,Animation,Illumination Entertainment,11/4/15,5.9,2015
0.344549,0,7449681,I'll See You in My Dreams,Brett Haley,widow|friendship,92,Drama|Comedy,Northern Lights Films|Jeff Rice Films|Two Flints,5/15/15,6.2,2015
0.574031,0,494506,Steve Jobs: The Man in the Machine,Alex Gibney,technology|computer|history|apple,129,Documentary,Magnolia Pictures|Jigsaw Productions|CNN Films,8/7/15,6.2,2015
0.339297,0,0,Babysitter's Black Book,Lee Friedlander,babysitter|escort service|high school|hooker|babysitting,88,Drama|TV Movie,Johnson Production Group|Shadowland,2/21/15,5.9,2015
0.511431,0,0,The Ones Below,David Farr,baby|expecting|neighbors,87,Thriller,BBC Films|Kreo Films FZ|Cuba Pictures|Tigerlily Films,10/14/15,5.9,2015
0.336453,0,0,Tremors 5: Bloodlines,Don Michael Paul,africa|monster|sequel|creature|graboids,99,Science Fiction|Action|Horror,Universal 1440 Entertainment,10/6/15,5.1,2015
0.336107,2000000,2801508,Captive,Jerry Jameson,hostage|based on true story|murder|independent film|single mother,97,Crime|Drama|Thriller,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,9/17/15,5.7,2015
0.333656,0,0,Andron,Francesco Cinquemani,maze|labyrinth|claustrophobic,100,Action|Science Fiction,Ambi Pictures,11/8/15,4.7,2015
0.332921,0,0,How to Plan an Orgy in a Small Town,Jeremy Lalonde,small town|sex scene|woman in lingerie,101,Comedy,Neophyte Productions,9/19/15,4.7,2015
0.330968,0,70958,Freaks of Nature,Robbie Pickering,small town|vampire|alien|zombies|teenager,92,Science Fiction|Comedy|Horror,Columbia Pictures|Sony Pictures Entertainment,10/30/15,5.6,2015
0.330484,0,0,Reversal,JosÃ© Manuel Cravioto,van|revenge|murder|kidnapping|gore,80,Thriller|Horror,Dark Factory Entertainment,6/26/15,5.4,2015
0.329776,0,0,Batman Unlimited: Monster Mayhem,Butch Lukic,dc comics|joker|superhero|super powers,81,Action|Animation|Family,Warner Bros. Animation,8/18/15,6.1,2015
0.327066,0,0,Harbinger Down,Alec Gillis,cosmonaut|marine researchers|crab boat|bering sea|beluga whale,82,Science Fiction|Horror,Dark Dunes Productions|Studio ADI,8/7/15,4.2,2015
0.32705,0,0,Batman Unlimited: Animal Instincts,Butch Lukic,super powers,78,Action|Animation|Family,Warner Bros. Animation,5/12/15,5.8,2015
0.324515,0,0,Meadowland,Reed Morano,disappearance|woman director,105,Drama,Bron Studios,10/16/15,6.4,2015
0.390188,0,0,The Girl King,Mika KaurismÃ¤ki,gay|sweden|queen|banquet|based on true story,106,Drama|History|Romance,Starhaus Filmproduktion|Anagram Produktion|Galafilm Productions|Triptych Media|Marianna Films,12/11/15,6.1,2015
0.322653,0,0,Bessie,Dee Rees,blues music|woman director,107,Drama|Music|TV Movie,The Zanuck Company|Flavor Unit Entertainment|HBO Films,5/16/15,5.9,2015
0.32264,0,0,The Atticus Institute,Chris Sparling,experiment|psychology|government|weapon|supernatural,92,Horror,The Safran Company|Poznan Film Group,1/20/15,5.3,2015
0.30035,0,0,The Hoarder,Matt Winn,new york|detective|smoking|underground|hamster,86,Thriller|Horror,Tall Man Films|Atlantic Picture Company|Sunny Day Media,5/21/15,4.2,2015
0.307395,0,3447633,Learning to Drive,Isabel Coixet,woman director,105,Romance|Comedy|Drama,Broad Green Pictures|Lavender Pictures,8/6/15,5.9,2015
0.305916,0,0,Christmas Eve,Mitch Davis,photographer|surgeon|orchestra|doctor|car accident,95,Romance|Comedy,Unstuck,12/4/15,5.8,2015
0.301343,0,0,Sharknado 3: Oh Hell No!,Anthony C. Ferrante,florida|nasa|tornado|sequel|space,88,TV Movie|Horror|Science Fiction,The Asylum,7/22/15,4.5,2015
0.300128,0,0,12 Rounds 3: Lockdown,Stephen Reynolds,cat and mouse|family|revenge drama,90,Action|Thriller,WWE Studios,9/11/15,4.5,2015
0.198522,0,0,Hitting the Apex,Mark Neale,fighter|motos,138,Documentary,First Movie Companie,9/2/15,8.0,2015
0.299427,0,4444,Club Life,Fabrizio Conte,new york|nightclub|party|manhattan new york city|promoter,90,Drama,Radar Pictures|2B Films,5/29/15,6.3,2015
0.298861,0,0,Cleveland Abduction,Alex Kalymnios,based on true story|kidnapping|true crime|woman director|abduction,88,Drama|Crime,Lifetime Network|Sony Pictures Television|Woodridge Productions,5/2/15,6.3,2015
0.298751,5000000,4842699,90 Minutes in Heaven,Michael Polish,hospital|church,121,Drama,Emmett/Furla Films|Giving Films,9/11/15,5.7,2015
0.298628,0,0,Lavalantula,Mike Mendez,monster|mutant|lava|volcano|los angeles,83,Horror|Science Fiction|TV Movie,Cinetel Films,8/8/15,5.6,2015
0.404363,3500000,0,Justice League: Throne of Atlantis,Ethan Spaulding,superhero team|super powers,72,Science Fiction|Action|Animation|Adventure,DC Comics|Warner Bros. Feature Animation,1/27/15,6.5,2015
0.291244,0,0,Bridgend,Jeppe RÃ¸nde,suicide|adolescence|based on true story|magic realism,95,Drama,Blenkov & SchÃ¸nnemann Pictures|Four Sons Pictures,1/22/15,5.7,2015
0.290424,0,0,Backcountry,Adam MacDonald,camping|based on true story|woods|gore|survival,92,Drama|Horror|Thriller,TÃ©lÃ©film Canada|Fella Films|Northern Ontario Heritage Fund,3/20/15,5.8,2015
0.309811,0,0,An Inspector Calls,Aisling Walsh,woman director,86,Drama|Thriller|Mystery,BBC,9/13/15,7.8,2015
0.286266,0,0,The Survivalist,Stephen Fingleton,male nudity|female nudity|sex|nudity|post-apocalyptic,104,Drama|Science Fiction|Thriller,"K5 International|British Film Institute (BFI)|Northern Ireland Screen|The Fyzz Facility|Fyzz Facility Film One, The",4/15/15,6.4,2015
0.278583,0,0,Back in Time,Jason Aron,interview|filmmaking|retrospective|moviemaking,95,History|Documentary|Family,Malka Media Group,10/20/15,5.8,2015
0.277844,0,0,Nina Forever,Ben Blaine|Chris Blaine,sex|suicide attempt|nudity|love|car accident,98,Horror|Comedy|Romance,Charlie Productions|Casualties Bureau|Jeva Films,3/14/15,4.8,2015
0.277613,0,0,Some Kind Of Hate,Adam Egypt Mortimer,suicide|bullying|revenge,82,Horror,Caliber Media Company|Revek Entertainment,5/2/15,3.9,2015
0.277035,1000000,0,The Dead Room,Jason Stutter,new zealand|haunting|farmhouse|spirit|psychic,80,Horror|Thriller,Centron Pictures,10/1/15,4.6,2015
0.261932,0,0,From the Dark,Conor McMahon,terror|monster|car breakdown|tractor|vampire,90,Horror,MPI Pictures,4/14/15,6.1,2015
0.261717,20000000,0,My All American,Angelo Pizzo,american football|biography|sport|championship,118,Drama,Paul Schiff Productions|Anthem Productions,11/13/15,6.9,2015
0.260045,0,0,Hangman,Adam Mason,found footage,85,Thriller,Hiding in the Attic,3/14/15,3.9,2015
0.259794,600000,7087452,Grandma,Paul Weitz,road trip|granddaughter,78,Drama|Comedy,Depth of Field|1821 Pictures,6/4/15,5.6,2015
0.256542,0,0,Summer Camp,Alberto Marini,europe|camp|slasher|disease,81,Horror,Filmax Group|Castelao Pictures|Somnium Films,8/30/15,5.3,2015
0.256286,0,0,Backmask,Marcus Nispel,possession,91,Thriller|Horror,GO Productions|Vicarious Entertainment|Bloodline Productions|Shallow Focus,1/16/15,4.6,2015
0.255458,0,0,Already Tomorrow in Hong Kong,Emily Ting,hong kong|expatriate|woman director,78,Romance|Comedy,Unbound Feet Productions,6/12/15,5.4,2015
0.248964,0,0,Curve,Iain Softley,hitchhiker|injured leg|car accident|trapped|car,86,Horror|Thriller,Universal Pictures|Blumhouse Productions|LBI Entertainment|Ombra Films,8/31/15,4.4,2015
0.247595,0,0,Cyberbully,Ben Chanan,stalking|bully|hacking|teenager|computer hacker,62,Drama|Thriller,Raw TV,1/15/15,6.4,2015
0.247426,0,2642899,He Named Me Malala,Davis Guggenheim,education|terrorism|activist|nobel peace prize winner,87,Documentary,Participant Media|Imagenation Abu Dhabi FZ|Parkes+MacDonald Image Nation,9/12/15,5.3,2015
0.246609,0,0,The Driftless Area,Zachary Sluser,criminal|hometown,95,Romance|Drama|Comedy|Mystery,Unified Pictures|Bron Studios,4/18/15,5.0,2015
0.245948,0,0,Do You Believe?,Jonathan M. Gunn,christian,115,Fantasy|Drama,Believe Entertainment|Pure Flix Entertainment|Toy Gun Films|10 West Studios,3/20/15,7.4,2015
0.24495,0,0,7 Days in Hell,Jake Szymanski,tennis|tennis player|sport|mockumentary,43,TV Movie|Comedy,HBO Films,7/11/15,6.4,2015
0.243691,0,0,Teen Beach 2,Jeffrey Hornaday,high school|teen movie|teen|beach movie,104,Comedy|Music,Disney Channel,6/26/15,6.4,2015
0.243321,1500000,0,Full Out,Sean Cisterna,dancing|gymnastics|biography|sport|car accident,94,History|Drama|Family,Carmel Creek Productions,9/11/15,7.2,2015
0.242078,1500000,0,Narcopolis,Justin Trefgarne,drug,96,Thriller|Mystery|Science Fiction,T Squared Film,9/25/15,4.4,2015
0.242,0,0,Staten Island Summer,Rhys Thomas,summer|lifeguard|staten island new york city,108,Comedy,Paramount Pictures,6/30/15,5.6,2015
0.154846,0,0,The Reconstruction of William Zero,Dan Bush,genetics|memory|accident,98,Science Fiction|Drama|Thriller,FilmBuff|Floren Shieh Productions,4/11/15,5.1,2015
0.236709,0,0,Queen of Earth,Alex Ross Perry,independent film|psychological thriller,90,Drama|Mystery|Thriller,Washington Square Films,8/26/15,5.6,2015
0.22758,0,0,"What Happened, Miss Simone?",Liz Garbus,voice|child prodigy|singer|racism|civil rights,101,Documentary|Music,NetFlix|Radical Media,1/22/15,7.7,2015
0.224797,0,0,The Eichmann Show,Paul Andrew Williams,press|nazis|trial,90,Drama,Feelgood Fiction|Baltic Film Services|Vistaar Religare Film Fund,1/20/15,6.2,2015
0.21789,0,0,The Diabolical,Alistair Legrand,parapsychology,86,Horror|Science Fiction|Thriller,Campfire LLC,3/16/15,4.3,2015
0.355707,0,0,Last Cab to Darwin,Jeremy Sims,suicide|taxi|australia|cancer|doctor,124,Comedy|Drama|Romance,Last Cab Productions,8/6/15,7.0,2015
0.217288,0,0,Intruders,Adam Schindler,agoraphobia,90,Drama|Thriller|Horror,Room 101|Vicarious Entertainment|Campbell Grobman Films|Jeff Rice Films|Black Fish Films,6/12/15,5.8,2015
0.215864,0,0,Infini,Shane Abbess,mind control|rescue|search|plague|mining accident,110,Horror|Science Fiction|Thriller,Storm Vision Entertainment|Eclectik Vision|Storm Alley Entertainment,5/8/15,5.0,2015
0.214563,0,0,Muck,Steve Wolsh,female nudity|shower|ax|swamp|murder,99,Horror,WithanO Productions|Universal Studios Sound Facilities,3/15/15,3.3,2015
0.21254,0,0,Bravetown,Daniel Duran,father-son relationship|small town|dance|music|grief,112,Drama|Music,Strings of Films|2 Wolves Films,5/8/15,6.2,2015
0.209036,0,0,Taylor Swift: The 1989 World Tour - Live,Jonas Ã…kerlund,pop culture|pop singer|pop star|music|concert,132,Documentary|Music,Apple Inc.,12/20/15,7.6,2015
0.230913,0,0,Ghoul,Petr JÃ¡kl Jr.,ukraine|serial killer|ghost|seance|pseudo documentary,86,Thriller|Horror,J.B.J Film,2/26/15,4.9,2015
0.207133,0,0,Deep Web,Alex Winter,internet|crime|drug,90,Documentary,Epix|Trouper Productions|BOND360,3/15/15,6.9,2015
0.206155,650000,0,A LEGO Brickumentary,Kief Davidson|Daniel Junge,pop culture|fan culture|documentary|toys,93,Documentary,Global Emerging Markets (GEM)|HeLo,7/31/15,6.5,2015
0.205318,0,0,Richard Pryor: Omit the Logic,Marina Zenovich,comedian|documentary|taboo|richard pryor|woman director,83,Documentary,"Fresh One Productions|Tarnished Angel, Inc|Club 55 Productions",2/3/15,6.7,2015
0.204356,0,0,Don Verdean,Jared Hess,pastor|archaeologist|holy land,96,Comedy,Lions Gate Films,12/11/15,4.0,2015
0.203224,0,0,The Editor,Adam Brooks|Matthew Kennedy,male nudity|female nudity|nudity|knife|police,95,Mystery|Horror|Comedy,Astron-6 Video International|Tele-Film,9/8/15,6.0,2015
0.201696,0,0,Bitter Lake,Adam Curtis,manipulation|politics|war|control|fear,135,Documentary,BBC,1/24/15,7.8,2015
0.260306,0,0,June,L. Gustavo Cooper,exorcism|possession,84,Science Fiction|Horror,Raven Banner Entertainment|De Angeles Films,8/1/15,4.0,2015
0.198261,0,0,Smosh: The Movie,Alex Winter,defy media,84,Comedy|Action|Adventure,Awesomeness Films,7/24/15,5.3,2015
0.197788,0,0,Keepers of the Covenant: Making Exodus: Gods and Kings,Charles de Lauzirika,behind the scenes|making of,153,Documentary,20th Century Fox|Lauzirika Motion Picture Company,3/17/15,5.5,2015
0.195324,0,0,The Quiet Hour,StÃ©phanie Joalland,woman director,85,Drama|Science Fiction|Thriller,Vision Films|Frenzy Films,9/7/15,5.3,2015
0.193323,0,104507,Results,Andrew Bujalski,love triangle|trainers|client plans|business expansion,105,Comedy,Burn Later Productions|Houston King Productions,5/29/15,5.1,2015
0.193063,0,0,Addicted to Fresno,Jamie Babbit,sister sister relationship|coverup|woman director|fresno california|accidental crime,85,Comedy,Andrea Sperling Productions|Lakeview Productions|Gamechanger Films|Leeden Media|TALU Productions,9/1/15,4.8,2015
0.19254,0,0,Listening,Khalil Sullins,secret|telepathy|technology|invention|government,100,Drama|Thriller|Science Fiction,Young Medium|Listen Film,9/11/15,5.3,2015
0.191534,0,0,Jack of the Red Hearts,Janet Grillo,woman director,102,Drama|Family,Sundial Pictures,5/6/15,7.0,2015
0.334085,0,0,Bound,Jared Cohn,sex|bondage|nudity|seduction|bdsm,90,Thriller|Drama,The Asylum,1/9/15,3.1,2015
0.13631,9500000,0,Re-Kill,Valeri Milev,reality tv|conspiracy|zombies|zombie apocalypse,87,Horror|Science Fiction,Signature Pictures|After Dark Films|Midsummer Films,10/16/15,4.7,2015
0.179636,0,0,A Hitman in London,Ara Paiaya,hitman|gangster|inner city,97,Crime|Action,Raging Pictures,7/6/15,4.6,2015
0.087904,3000000,0,Regular Show: The Movie,J.G. Quintel,time travel|friendship,70,Comedy|TV Movie|Animation|Science Fiction,Cartoon Network Studios,9/1/15,7.4,2015
0.176744,0,0,If There Be Thorns,Nancy Savoca,woman director,0,TV Movie|Drama,A+E Studios|Jane Startz Productions,4/5/15,5.4,2015
0.253949,3400000,0,To Write Love on Her Arms,Nathan Frankowski,depression|biography|drug,118,Drama|Music,Two Streets Entertainment|Birchwood Pictures|Noble Pictures|Valencia Motion Pictures,3/13/15,6.9,2015
0.731022,3000000,67790117,War Room,Alex Kendrick,christian,120,Drama,Provident Films|Affirm Films|Kendrick Brothers Productions,8/28/15,6.9,2015
0.168354,0,0,A Deadly Adoption,Rachel Goldenberg,baby|adoption|violence|woman director|tv movie,90,Drama|Thriller,Gary Sanchez Productions|Marvista Entertainment|National Picture Show Entertainment,6/20/15,4.4,2015
0.129455,0,0,Ellis,JR,art|ellis island,14,Drama,Unframed USA,10/4/15,7.2,2015
0.16414,0,0,Coconut Hero,Florian Cossen,suicide attempt|high school|loneliness|death|first love,101,Comedy|Drama,Hessischer Rundfunk (HR)|UFA Fiction|Six Island Productions,8/13/15,7.4,2015
0.162526,0,0,Janis: Little Girl Blue,Amy Berg,biography|woodstock|music band|rock concert|woman director,106,Documentary|Music,Jigsaw Productions|Disarming Films,9/9/15,7.5,2015
0.158021,0,0,The Inhabitants,Shawn Rasmussen|Michael Rasmussen,haunted house|bed and breakfast place|new england|young couple,90,Thriller|Horror,Sinister Siblings Films|Lascaux Media,10/13/15,3.5,2015
0.157172,0,0,Amy Schumer: Live at the Apollo,Chris Rock,sex|stand-up|stand up comedy,57,Comedy,Home Box Office (HBO),10/17/15,7.5,2015
0.156851,0,0,Glassland,Gerard Barrett,dysfunctional family|alcohol problems,93,Drama,Element Pictures,4/17/15,3.5,2015
0.154161,0,0,Whitney,Angela Bassett,biography|rhythm and blues|crack cocaine|woman director|lifetime,90,Romance|Drama|Music,Silver Screen Pictures|Sanitsky Company,1/17/15,4.7,2015
0.150713,0,0,Keith Richards: Under the Influence,Morgan Neville,keith richards|documentary|rock band|blues music|netflix,82,Music|Documentary,Netflix,9/18/15,6.4,2015
0.14964,1000000,0,Landmine Goes Click,Levan Bakhia,rape|landmine|nudity|tourist|girlfriend,110,Action|Crime|Drama|Thriller,Scatena & Rosner Films|Sarke Studio|Imedi Films,3/3/15,5.7,2015
0.14811,0,0,Hellions,Bruce McDonald,canada|halloween|farm|gore|decapitation,80,Horror,Whizbang Films|Storyteller Pictures,9/25/15,3.5,2015
0.145945,0,0,Strange Blood,Chad Michael Ward,bloodthirstiness|zombies|scientist|universal cure,84,Science Fiction|Horror,Compound B,4/1/15,4.1,2015
